instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland10,1,0,601.0000,1157.0000,2401.0000,893.0000,264.0000,0.0000,306.2400,1.1600,1.4100
airland10,2,2,723.0000,1068.0000,2523.0000,961.0000,107.0000,0.0000,141.2400,1.3200,1.0100
airland10,3,5,978.0000,1123.0000,2778.0000,1029.0000,94.0000,0.0000,122.2000,1.3000,1.6100
airland10,4,1,672.0000,1233.0000,2472.0000,1142.0000,91.0000,0.0000,120.1200,1.3200,1.6000
airland10,5,3,869.0000,1181.0000,2669.0000,1210.0000,0.0000,29.0000,47.5600,1.6400,1.6400
airland10,6,7,1081.0000,1297.0000,2881.0000,1278.0000,19.0000,0.0000,25.2700,1.3300,1.0900
airland10,7,8,1130.0000,1276.0000,2930.0000,1346.0000,0.0000,70.0000,114.8000,1.9100,1.6400
airland10,8,6,1075.0000,1337.0000,2875.0000,1436.0000,0.0000,99.0000,149.4900,1.6300,1.5100
airland10,9,9,1148.0000,1549.0000,2948.0000,1549.0000,0.0000,0.0000,0.0000,1.7000,1.7300
airland10,10,4,890.0000,1408.0000,2690.0000,1617.0000,0.0000,209.0000,399.1900,1.4200,1.9100
airland10,11,11,1328.0000,1706.0000,3128.0000,1685.0000,21.0000,0.0000,22.0500,1.0500,1.0700
airland10,12,10,1314.0000,1742.0000,3114.0000,1753.0000,0.0000,11.0000,12.7600,1.9400,1.1600
airland10,13,12,1492.0000,1832.0000,3292.0000,1866.0000,0.0000,34.0000,34.0000,1.7100,1.0000
airland10,14,14,1816.0000,2016.0000,3616.0000,2016.0000,0.0000,0.0000,0.0000,1.9500,1.5500
airland10,15,15,1880.0000,2186.0000,3680.0000,2186.0000,0.0000,0.0000,0.0000,1.3200,1.7000
airland10,16,13,1741.0000,2311.0000,3541.0000,2276.0000,35.0000,0.0000,37.8000,1.0800,1.9500
airland10,17,16,2074.0000,2274.0000,3874.0000,2344.0000,0.0000,70.0000,76.3000,1.1300,1.0900
airland10,18,18,2274.0000,2524.0000,4074.0000,2496.0000,28.0000,0.0000,42.8400,1.5300,2.0000
airland10,19,17,2202.0000,2564.0000,4002.0000,2564.0000,0.0000,0.0000,0.0000,1.2600,1.6400
airland10,20,23,2914.0000,3069.0000,4714.0000,2981.0000,88.0000,0.0000,94.1600,1.0700,1.4000
airland10,21,19,2619.0000,3094.0000,4419.0000,3094.0000,0.0000,0.0000,0.0000,1.3200,1.9200
airland10,22,21,2813.0000,3261.0000,4613.0000,3242.0000,19.0000,0.0000,27.9300,1.4700,1.1900
airland10,23,20,2673.0000,3268.0000,4473.0000,3310.0000,0.0000,42.0000,43.6800,1.8900,1.0400
airland10,24,25,3248.0000,3406.0000,5048.0000,3378.0000,28.0000,0.0000,52.0800,1.8600,1.2000
airland10,25,22,2826.0000,3396.0000,4626.0000,3446.0000,0.0000,50.0000,71.0000,1.7600,1.4200
airland10,26,24,2984.0000,3536.0000,4784.0000,3536.0000,0.0000,0.0000,0.0000,1.1000,1.1700
airland10,27,27,3587.0000,3707.0000,5387.0000,3707.0000,0.0000,0.0000,0.0000,1.5900,1.4500
airland10,28,26,3478.0000,3832.0000,5278.0000,3832.0000,0.0000,0.0000,0.0000,1.5400,1.9300
airland10,29,29,3887.0000,4161.0000,5687.0000,4161.0000,0.0000,0.0000,0.0000,1.6800,1.6100
airland10,30,28,3739.0000,4301.0000,5539.0000,4298.0000,3.0000,0.0000,5.1300,1.7100,1.2900
airland10,31,30,3940.0000,4411.0000,5740.0000,4411.0000,0.0000,0.0000,0.0000,1.7000,1.9700
airland10,32,32,4184.0000,4410.0000,5984.0000,4479.0000,0.0000,69.0000,91.7700,1.6400,1.3300
airland10,33,31,4020.0000,4611.0000,5820.0000,4611.0000,0.0000,0.0000,0.0000,1.7900,1.4600
airland10,34,33,4197.0000,4727.0000,5997.0000,4688.0000,39.0000,0.0000,39.0000,1.0000,1.4500
airland10,35,35,4418.0000,4843.0000,6218.0000,4823.0000,20.0000,0.0000,27.8000,1.3900,1.7800
airland10,36,34,4250.0000,4849.0000,6050.0000,4891.0000,0.0000,42.0000,61.7400,1.5800,1.4700
airland10,37,37,4678.0000,4959.0000,6478.0000,4959.0000,0.0000,0.0000,0.0000,1.1300,1.3700
airland10,38,36,4567.0000,4804.0000,6367.0000,5049.0000,0.0000,245.0000,289.1000,1.9400,1.1800
airland10,39,38,4944.0000,5198.0000,6744.0000,5198.0000,0.0000,0.0000,0.0000,1.8200,1.9800
airland10,40,39,5168.0000,5329.0000,6968.0000,5288.0000,41.0000,0.0000,54.1200,1.3200,1.6500
airland10,41,40,5169.0000,5378.0000,6969.0000,5378.0000,0.0000,0.0000,0.0000,1.5700,1.9300
airland10,42,42,5335.0000,5610.0000,7135.0000,5550.0000,60.0000,0.0000,76.8000,1.2800,1.2100
airland10,43,41,5285.0000,5677.0000,7085.0000,5663.0000,14.0000,0.0000,18.9000,1.3500,1.4200
airland10,44,43,5505.0000,5852.0000,7305.0000,5731.0000,121.0000,0.0000,128.2600,1.0600,1.3700
airland10,45,44,5529.0000,5866.0000,7329.0000,5866.0000,0.0000,0.0000,0.0000,1.4400,1.7700
airland10,46,47,5831.0000,5901.0000,7631.0000,5934.0000,0.0000,33.0000,35.6400,1.4200,1.0800
airland10,47,45,5606.0000,5852.0000,7406.0000,6002.0000,0.0000,150.0000,214.5000,1.2400,1.4300
airland10,48,46,5742.0000,6057.0000,7542.0000,6092.0000,0.0000,35.0000,59.5000,1.3100,1.7000
airland10,49,50,6498.0000,6602.0000,8298.0000,6530.0000,72.0000,0.0000,142.5600,1.9800,1.7000
airland10,50,51,6539.0000,6643.0000,8339.0000,6643.0000,0.0000,0.0000,0.0000,1.9300,1.5700
airland10,51,48,6172.0000,6661.0000,7972.0000,6733.0000,0.0000,72.0000,141.8400,1.6400,1.9700
airland10,52,49,6329.0000,6912.0000,8129.0000,6912.0000,0.0000,0.0000,0.0000,1.5000,1.1400
airland10,53,53,6812.0000,7032.0000,8612.0000,7032.0000,0.0000,0.0000,0.0000,1.9500,1.7100
airland10,54,52,6658.0000,7030.0000,8458.0000,7122.0000,0.0000,92.0000,127.8800,1.7500,1.3900
airland10,55,54,6972.0000,7267.0000,8772.0000,7267.0000,0.0000,0.0000,0.0000,1.0200,1.6700
airland10,56,55,7072.0000,7386.0000,8872.0000,7386.0000,0.0000,0.0000,0.0000,1.0400,1.0500
airland10,57,56,7208.0000,7542.0000,9008.0000,7508.0000,34.0000,0.0000,61.8800,1.8200,1.3800
airland10,58,57,7540.0000,8059.0000,9340.0000,7576.0000,483.0000,0.0000,608.5800,1.2600,1.1200
airland10,59,58,7657.0000,7839.0000,9457.0000,7666.0000,173.0000,0.0000,342.5400,1.9800,1.2200
airland10,60,59,7659.0000,8070.0000,9459.0000,7779.0000,291.0000,0.0000,497.6100,1.7100,1.3500
airland10,61,63,7823.0000,7907.0000,9623.0000,7847.0000,60.0000,0.0000,88.8000,1.4800,1.0100
airland10,62,62,7816.0000,7970.0000,9616.0000,7937.0000,33.0000,0.0000,57.4200,1.7400,1.6900
airland10,63,65,7883.0000,8039.0000,9683.0000,8005.0000,34.0000,0.0000,40.1200,1.1800,1.0700
airland10,64,67,8033.0000,8101.0000,9833.0000,8073.0000,28.0000,0.0000,40.8800,1.4600,1.3000
airland10,65,64,7830.0000,8348.0000,9630.0000,8141.0000,207.0000,0.0000,235.9800,1.1400,1.3700
airland10,66,60,7713.0000,8162.0000,9513.0000,8209.0000,0.0000,47.0000,62.0400,1.7700,1.3200
airland10,67,61,7735.0000,8317.0000,9535.0000,8299.0000,18.0000,0.0000,32.7600,1.8200,1.9700
airland10,68,69,8148.0000,8406.0000,9948.0000,8412.0000,0.0000,6.0000,9.2400,1.4600,1.5400
airland10,69,68,8072.0000,8437.0000,9872.0000,8480.0000,0.0000,43.0000,76.5400,1.9800,1.7800
airland10,70,71,8365.0000,8452.0000,10165.0000,8548.0000,0.0000,96.0000,192.0000,1.1800,2.0000
airland10,71,66,7941.0000,8541.0000,9741.0000,8616.0000,0.0000,75.0000,140.2500,1.3900,1.8700
airland10,72,72,8403.0000,8551.0000,10203.0000,8729.0000,0.0000,178.0000,194.0200,1.8400,1.0900
airland10,73,77,8692.0000,8803.0000,10492.0000,8797.0000,6.0000,0.0000,11.7000,1.9500,1.9300
airland10,74,78,8780.0000,8891.0000,10580.0000,8887.0000,4.0000,0.0000,5.5200,1.3800,1.8800
airland10,75,73,8486.0000,8955.0000,10286.0000,8955.0000,0.0000,0.0000,0.0000,1.4500,1.8400
airland10,76,75,8576.0000,8939.0000,10376.0000,9045.0000,0.0000,106.0000,192.9200,1.8700,1.8200
airland10,77,74,8534.0000,9089.0000,10334.0000,9135.0000,0.0000,46.0000,73.6000,1.1500,1.6000
airland10,78,80,8990.0000,9271.0000,10790.0000,9248.0000,23.0000,0.0000,32.2000,1.4000,1.9900
airland10,79,76,8630.0000,9169.0000,10430.0000,9316.0000,0.0000,147.0000,251.3700,1.6500,1.7100
airland10,80,81,9004.0000,9362.0000,10804.0000,9384.0000,0.0000,22.0000,37.6200,1.5400,1.7100
airland10,81,70,8269.0000,8733.0000,10069.0000,9474.0000,0.0000,741.0000,829.9200,1.9800,1.1200
