instance,landing_pos,aircraft_idx,r,delta,d,x_scheduled,earliness,tardiness,penalty,g,h
airland5,1,2,82.0000,90.0000,497.0000,82.0000,8.0000,0.0000,240.0000,30.0000,30.0000
airland5,2,3,85.0000,94.0000,502.0000,90.0000,4.0000,0.0000,120.0000,30.0000,30.0000
airland5,3,4,95.0000,105.0000,527.0000,98.0000,7.0000,0.0000,210.0000,30.0000,30.0000
airland5,4,7,100.0000,111.0000,529.0000,106.0000,5.0000,0.0000,150.0000,30.0000,30.0000
airland5,5,6,101.0000,112.0000,536.0000,114.0000,0.0000,2.0000,60.0000,30.0000,30.0000
airland5,6,5,100.0000,112.0000,540.0000,122.0000,0.0000,10.0000,300.0000,30.0000,30.0000
airland5,7,8,105.0000,117.0000,540.0000,130.0000,0.0000,13.0000,390.0000,30.0000,30.0000
airland5,8,9,122.0000,137.0000,587.0000,138.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland5,9,13,135.0000,151.0000,604.0000,146.0000,5.0000,0.0000,150.0000,30.0000,30.0000
airland5,10,18,138.0000,153.0000,590.0000,154.0000,0.0000,1.0000,30.0000,30.0000,30.0000
airland5,11,17,145.0000,162.0000,616.0000,162.0000,0.0000,0.0000,0.0000,30.0000,30.0000
airland5,12,12,142.0000,161.0000,639.0000,170.0000,0.0000,9.0000,270.0000,30.0000,30.0000
airland5,13,16,142.0000,159.0000,612.0000,178.0000,0.0000,19.0000,570.0000,30.0000,30.0000
airland5,14,19,162.0000,182.0000,658.0000,186.0000,0.0000,4.0000,120.0000,30.0000,30.0000
airland5,15,0,129.0000,155.0000,559.0000,201.0000,0.0000,46.0000,460.0000,10.0000,10.0000
airland5,16,1,187.0000,246.0000,726.0000,246.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,17,11,224.0000,280.0000,734.0000,280.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,18,14,242.0000,301.0000,760.0000,301.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,19,10,240.0000,307.0000,789.0000,307.0000,0.0000,0.0000,0.0000,10.0000,10.0000
airland5,20,15,300.0000,393.0000,931.0000,393.0000,0.0000,0.0000,0.0000,10.0000,10.0000
